episode_id,object_type,episode_dir,task,num_actions,duration_s,source,shoulder_pan_major_rev,shoulder_pan_range,shoulder_pan_rev_per_step,shoulder_pan_mean_speed,shoulder_pan_peak_speed,shoulder_pan_fast_rev,shoulder_lift_major_rev,shoulder_lift_range,shoulder_lift_rev_per_step,shoulder_lift_mean_speed,shoulder_lift_peak_speed,shoulder_lift_fast_rev,elbow_flex_major_rev,elbow_flex_range,elbow_flex_rev_per_step,elbow_flex_mean_speed,elbow_flex_peak_speed,elbow_flex_fast_rev,wrist_flex_major_rev,wrist_flex_range,wrist_flex_rev_per_step,wrist_flex_mean_speed,wrist_flex_peak_speed,wrist_flex_fast_rev,total_major_rev,max_range,max_rev_per_step,oscillating_joints,n_oscillating_joints,oscillation_class,max_mean_speed,max_peak_speed,max_fast_rev,high_velocity,high_peak,review_flag,review_reason
pouch__181_pouch,pouch,181_pouch,put the pouch on the tray,874,31.456,commanded,0,14.8,0.0,0.282,7.76,15,16,86.9,0.0183,1.615,66.56,26,2,73.3,0.0023,1.243,52.17,25,12,24.4,0.0137,0.689,18.31,14,30,86.9,0.0183,,0,normal,1.615,66.56,26,False,False,False,
pouch__182_pouch,pouch,182_pouch,put the pouch on the tray,268,8.568,commanded,0,9.1,0.0,0.197,4.26,1,2,54.1,0.0075,0.92,34.5,3,2,43.8,0.0075,0.714,25.46,5,0,20.0,0.0,0.403,9.39,1,4,54.1,0.0075,,0,normal,0.92,34.5,5,False,False,False,
pouch__183_pouch,pouch,183_pouch,put the pouch on the tray,222,8.201,commanded,0,8.5,0.0,0.247,6.33,0,0,33.3,0.0,1.606,21.64,11,0,26.1,0.0,1.137,15.23,6,0,18.8,0.0,0.601,11.98,2,0,33.3,0.0,,0,normal,1.606,21.64,11,False,False,False,
purse__015_purse,purse,015_purse,put the purse on the tray,487,16.357,commanded,3,51.2,0.0062,0.419,15.73,6,8,144.7,0.0165,1.266,35.45,10,9,144.3,0.0185,1.268,42.43,11,8,45.9,0.0165,0.738,29.98,4,28,144.7,0.0185,,0,normal,1.268,42.43,11,False,False,False,
purse__016_purse,purse,016_purse,put the purse on the tray,1026,36.87,commanded,7,82.2,0.0068,0.468,14.5,16,18,165.7,0.0176,1.593,113.76,27,21,176.9,0.0205,1.515,104.37,32,12,48.6,0.0117,0.707,26.49,18,58,176.9,0.0205,elbow_flex,1,oscillation,1.593,113.76,32,False,True,False,
purse__020_purse,purse,020_purse,put the purse on the tray,498,18.97,commanded,2,48.3,0.004,0.38,14.84,2,7,146.9,0.0141,0.95,18.0,12,7,151.3,0.0141,0.945,18.46,12,6,46.0,0.0121,0.556,15.05,6,22,151.3,0.0141,,0,normal,0.95,18.46,12,False,False,False,
robot__150_robot,robot,150_robot,put the robot arm on the tray,103,5.285,commanded,0,0.7,0.0,0.119,0.63,0,0,1.4,0.0,0.292,1.06,0,0,1.4,0.0,0.266,1.13,0,0,1.0,0.0,0.095,0.54,0,0,1.4,0.0,,0,zero_movement,0.292,1.13,0,False,False,False,
roll__011_roll,roll,011_roll,put the roll on the tray,435,15.288,commanded,3,44.9,0.0069,0.47,19.85,5,7,126.1,0.0161,1.332,56.07,11,5,106.8,0.0115,1.192,62.79,13,5,38.3,0.0115,0.584,24.87,6,20,126.1,0.0161,,0,normal,1.332,62.79,13,False,False,False,
roll__018_roll,roll,018_roll,put the roll on the tray,728,26.93,commanded,5,84.6,0.0069,0.439,14.45,11,10,149.7,0.0138,0.93,25.92,20,10,142.3,0.0138,0.879,22.06,17,6,57.4,0.0083,0.49,15.1,14,31,149.7,0.0138,,0,normal,0.93,25.92,20,False,False,False,
roll__019_roll,roll,019_roll,put the roll on the tray,497,17.161,commanded,2,48.0,0.004,0.425,17.82,6,8,151.1,0.0161,1.144,38.3,14,9,157.4,0.0181,1.117,44.17,14,7,48.2,0.0141,0.527,20.54,5,26,157.4,0.0181,,0,normal,1.144,44.17,14,False,False,False,
sausage__097_sausage,sausage,097_sausage,put the sausage on the tray,930,32.425,commanded,7,88.4,0.0075,0.645,27.38,18,14,145.3,0.0151,1.433,48.76,28,14,131.4,0.0151,1.253,47.86,30,10,44.4,0.0108,0.723,29.28,18,45,145.3,0.0151,,0,normal,1.433,48.76,30,False,False,False,
sausage__098_sausage,sausage,098_sausage,put the sausage on the tray,102,5.018,commanded,0,0.5,0.0,0.088,0.26,0,0,1.3,0.0,0.261,0.92,0,0,1.2,0.0,0.23,0.71,0,0,0.9,0.0,0.07,0.25,0,0,1.3,0.0,,0,zero_movement,0.261,0.92,0,False,False,False,
stuffed__022_stuffed,stuffed,022_stuffed,put the stuffed animal in the tray,621,22.513,commanded,11,92.4,0.0177,1.044,91.12,15,21,138.4,0.0339,1.866,107.96,18,24,124.3,0.0387,1.78,75.66,19,11,39.7,0.0177,0.691,25.0,16,67,138.4,0.0387,shoulder_lift;elbow_flex,2,oscillation,1.866,107.96,19,False,True,False,
stuffed__023_stuffed,stuffed,023_stuffed,put the stuffed animal in the tray,772,27.572,commanded,6,67.7,0.0078,0.755,46.49,16,16,147.6,0.0208,1.478,63.86,24,13,123.8,0.0169,1.12,44.36,21,8,40.1,0.0104,0.701,21.08,14,43,147.6,0.0208,shoulder_lift,1,oscillation,1.478,63.86,24,False,False,False,
stuffed__024_stuffed,stuffed,024_stuffed,put the stuffed animal in the box,508,19.374,commanded,4,85.7,0.0079,0.55,17.01,10,9,131.5,0.0178,1.049,26.84,7,6,125.2,0.0118,0.88,28.68,7,5,43.2,0.0099,0.456,10.86,5,24,131.5,0.0178,,0,normal,1.049,28.68,10,False,False,False,
stuffed__038_stuffed,stuffed,038_stuffed,put the stuffed animal on the tray,317,10.837,commanded,0,29.6,0.0,0.383,19.53,3,4,123.5,0.0127,1.507,75.92,7,5,91.2,0.0158,1.103,60.87,6,0,30.2,0.0,0.63,19.54,7,9,123.5,0.0158,,0,normal,1.507,75.92,7,False,False,False,
table__153_table,table,153_table,put the table on the tray,107,5.015,commanded,0,0.8,0.0,0.122,0.5,0,0,1.7,0.0,0.358,1.17,0,0,1.8,0.0,0.396,1.37,0,0,2.0,0.0,0.139,0.8,0,0,2.0,0.0,,0,zero_movement,0.396,1.37,0,False,False,False,
toy__000_toy,toy,000_toy,put the toy on the tray,496,16.834,commanded,3,45.2,0.0061,0.323,5.52,3,8,125.8,0.0162,0.93,11.38,13,8,114.8,0.0162,0.785,16.34,9,2,28.6,0.004,0.409,8.12,5,21,125.8,0.0162,,0,normal,0.93,16.34,13,False,False,False,
toy__003_toy,toy,003_toy,put the toy on the tray,654,23.551,commanded,4,79.4,0.0061,0.404,7.05,4,8,140.3,0.0123,0.787,14.24,8,7,118.2,0.0107,0.697,17.55,10,4,43.2,0.0061,0.41,13.19,7,23,140.3,0.0123,,0,normal,0.787,17.55,10,False,False,False,
toy__010_toy,toy,010_toy,put the toy on the tray,679,26.101,commanded,2,42.8,0.0029,0.335,8.26,7,6,161.0,0.0088,0.978,38.51,14,9,163.2,0.0133,0.989,45.34,16,6,56.5,0.0088,0.547,16.51,9,23,163.2,0.0133,,0,normal,0.989,45.34,16,False,False,False,
toy__034_toy,toy,034_toy,put the toy on the tray,567,19.535,commanded,3,79.9,0.0053,0.446,6.73,6,5,139.7,0.0088,0.792,21.4,8,7,119.1,0.0124,0.684,13.99,8,6,35.4,0.0106,0.43,5.81,7,21,139.7,0.0124,,0,normal,0.792,21.4,8,False,False,False,
toy__037_toy,toy,037_toy,put the toy on the tray,100,3.68,commanded,0,0.9,0.0,0.125,0.53,0,0,1.5,0.0,0.307,1.0,0,0,1.8,0.0,0.286,0.94,0,0,1.4,0.0,0.099,0.43,0,0,1.8,0.0,,0,zero_movement,0.307,1.0,0,False,False,False,
toy__047_toy,toy,047_toy,put the toy on the tray,543,19.505,commanded,7,81.8,0.0129,0.675,33.5,11,7,141.1,0.0129,1.193,49.43,14,7,126.2,0.0129,1.073,45.1,17,6,42.7,0.0111,0.627,25.39,8,27,141.1,0.0129,,0,normal,1.193,49.43,17,False,False,False,
toy__106_toy,toy,106_toy,put the toy on the tray,1298,48.133,commanded,8,52.1,0.0062,0.498,30.51,20,28,163.3,0.0216,1.659,91.72,43,32,163.9,0.0247,1.466,73.8,35,19,58.1,0.0146,0.791,39.96,25,87,163.9,0.0247,shoulder_lift;elbow_flex,2,oscillation,1.659,91.72,43,False,False,False,
toy__108_toy,toy,108_toy,put the toy on the tray,421,15.316,commanded,2,45.6,0.0048,0.441,14.15,6,7,128.0,0.0167,1.136,30.05,10,7,109.0,0.0167,1.11,40.1,12,2,36.0,0.0048,0.564,15.93,5,18,128.0,0.0167,,0,normal,1.136,40.1,12,False,False,False,
toy__120_toy,toy,120_toy,put the toy on the tray,413,14.817,commanded,3,37.6,0.0073,0.311,4.04,1,6,134.1,0.0146,1.146,22.45,13,7,128.1,0.017,1.143,18.21,15,6,33.6,0.0146,0.56,11.84,10,22,134.1,0.017,,0,normal,1.146,22.45,15,False,False,False,
toy__122_toy,toy,122_toy,put the toy on the tray,535,17.827,commanded,2,44.2,0.0037,0.305,8.17,3,6,157.4,0.0112,1.03,24.7,10,8,165.4,0.015,1.113,27.7,12,6,54.6,0.0112,0.527,9.25,10,22,165.4,0.015,,0,normal,1.113,27.7,12,False,False,False,
toy__124_toy,toy,124_toy,put the toy on the tray,472,16.118,commanded,4,43.6,0.0085,0.399,10.6,5,8,154.4,0.017,1.302,31.79,17,8,155.5,0.017,1.309,28.82,13,6,52.1,0.0127,0.584,14.39,6,26,155.5,0.017,,0,normal,1.309,31.79,17,False,False,False,
toy__143_toy,toy,143_toy,put the toy in the tray,473,18.507,commanded,3,46.8,0.0064,0.352,10.86,2,9,160.2,0.0191,1.031,14.55,12,10,165.7,0.0212,1.148,18.88,13,6,57.8,0.0127,0.653,13.57,6,28,165.7,0.0212,elbow_flex,1,oscillation,1.148,18.88,13,False,False,False,
toy__169_toy,toy,169_toy,put the toy on the tray,539,18.108,commanded,3,76.1,0.0056,0.466,10.63,8,7,137.8,0.013,0.894,13.22,12,9,125.0,0.0167,0.781,12.46,9,6,42.6,0.0112,0.487,13.93,6,25,137.8,0.0167,,0,normal,0.894,13.93,12,False,False,False,
